LinkedNodeID,nid ( Content Page ID),Lang,title ( Content page title),H5Pcontent
107,708,en,Peripheral Health Institutions [PHI] and Health Facilities,7289
107,708,mr,Peripheral Health Institutions [PHI] and Health Facilities,7288
107,708,te,Peripheral Health Institutions [PHI] and Health Facilities,7290
109,709,en,Drugs Stores in NTEP,7297
109,709,mr,Drugs Stores in NTEP,7296
109,709,te,Drugs Stores in NTEP,7298
108,710,en,State TB Training and Demonstration Centre [STDC],7283
108,710,mr,State TB Training and Demonstration Centre [STDC],7282
108,710,te,State TB Training and Demonstration Centre [STDC],7284
711,713,en,Identifying and mapping the target population for ACF campaign,6324
711,713,te,Identifying and mapping the target population for ACF campaign,6323
712,714,en,Monitoring of ACF campaign,5660
712,714,te,Monitoring of ACF campaign,5661
717,719,en,TB-Tobacco Bidirectional Screening,
715,720,en,TB-HIV Bidirectional Screening,
716,721,en,TB-Diabetes Bidirectional Screening,
718,722,en,TB-COVID Bidirectional Screening,
120,723,en,Classification of TB on the basis of Site of disease,7465
120,723,mr,Classification of TB on the basis of Site of disease,7464
120,723,te,Classification of TB on the basis of Site of disease,7466
122,724,en,Classification of TB on the basis of Drug Resistance,7079
123,725,en,Classification of TB on the basis of diagnosis,7474
123,725,mr,Classification of TB on the basis of Type of Diagnosis,7473
123,725,te,Classification of TB on the basis of diagnosis,7475
727,731,en,Diagnostic Algorithm for EPTB,7456
727,731,mr,Diagnostic Algorithm for EPTB,7455
727,731,te,Diagnostic Algorithm for EPTB,7457
729,732,en,Integrated DR-TB Algorithm,4598
733,736,en,Goals of treatment,5305
733,736,te,Goals of treatment,5304
734,737,en,Strategies for TB Treatment,5532
734,737,te,Strategies for TB Treatment,5533
735,738,en,Pharmacological Basis of treatment,6330
735,738,te,Pharmacological Basis of treatment,6329
241,752,en,TB Treatment Initiation,5553
241,752,te,TB Treatment Initiation,5554
740,753,en,TB Treatment Card,5337
740,753,te,TB Treatment Card,5336
741,754,en,NTEP TB ID Card,6334
741,754,te,NTEP TB ID Card,6333
742,755,en,Transfer of TB Patient Ownership,6890
742,755,te,Transfer of TB Patient,6891
743,756,en,Treatment Support Plan,2314
744,757,en,Directly Observed Treatment,5696
744,757,te,Directly Observed Treatment,5697
745,758,en,Pharmacovigilance in NTEP,6336
745,758,te,Pharmacovigilance in NTEP,6335
746,759,en,Follow-up sputum examination,5560
746,759,te,Follow-up sputum examination,5561
747,760,en,Management of EPTB,6481
747,760,te,Management of EPTB,6480
748,761,en,Management of Patients with Treatment Interruptions,5728
748,761,te,Management of Patients with Treatment Interruptions,5729
749,762,en,Prevention of Drug Resistance,5351
749,762,te,Prevention of Drug Resistance,5350
750,763,en,Management of TB in special situations,6483
750,763,te,Management of TB in special situations,6482
751,764,en,Death Audit,6340
751,764,te,Death Audit,6339
765,767,en,Categorization of DSTB Treatment Regimen,5355
765,767,te,Categorization of DSTB Treatment Regimen,5354
766,768,en,Treatment Regimen for DSTB - Pediatrics,5667
766,768,te,Treatment Regimen for DSTB - Pediatrics,5668
769,770,en,Treatment Regimen for DSTB – Adult,4975
769,770,gu,Treatment Regimen for DSTB – Adult,
769,770,hi,Treatment Regimen for DSTB – Adult,4974
769,770,mr,Treatment Regimen for DSTB – Adult,
769,770,ta,Treatment Regimen for DSTB – Adult,4976
769,770,te,Treatment Regimen for DSTB – Adult,4977
771,773,en,Types of Drug Resistance Tuberculosis -DRTB,3504
772,774,en,Pre treatment evaluation of a DRTB cases,6344
772,774,te,Pre treatment evaluation of a DRTB cases,6343
780,781,en,Monitoring adherence to TPT,7002
780,781,te,Monitoring adherence to TPT,7003
779,782,en,Counselling for TPT,5776
779,782,te,Counselling for TPT,5777
778,783,en,Counselling for IGRA/TST,7151
778,783,te,Counselling for IGRA/TST,7152
777,784,en,Approaches for TPT implementation,7008
777,784,te,Approaches for TPT implementation,7009
776,785,en,Cascade of Care for TPT,5767
776,785,te,Cascade of Care for TPT,5768
775,786,en,Target groups for TPT,7588
775,786,te,Target groups for TPT,7589
787,789,en,Silicosis in TB Patients,6348
787,789,te,Silicosis in TB Patients,6347
788,790,en,Cancer in TB patients,6350
788,790,te,Cancer in TB patients,6349
620,793,en,Treatment Support and Monitoring of TB Patient,
794,800,en,Assigning a TS,6352
794,800,te,Assigning a TS,6351
795,801,en,Role of TS,
796,802,en,Registering a TS in Nikshay,
797,803,en,Treatment Support Groups,5741
797,803,te,Treatment Support Groups,5742
798,804,en,Recording Adherence in Treatment card,5698
798,804,te,Recording Adherence in Treatment card,5699
799,805,en,Recording Adherence using TB Arogya Sathi Application,5708
799,805,te,Recording Adherence using TB Arogya Sathi Application,5709
807,870,en,99 DOTS- Features and Benefits,383
808,871,en,99 DOTS- Envelopes,5710
808,871,te,99 DOTS- Envelopes,5711
809,872,en,99 DOTS- Envelope Dispensing Process,5712
809,872,te,99 DOTS- Envelope Dispensing Process,5713
810,873,en,99 DOTS- Initiating adherence monitoring of the patient,5442
810,873,te,99 DOTS- Initiating adherence monitoring of the patient,5441
811,874,en,99 DOTS- Self Reporting Adherence,5714
811,874,te,99 DOTS- Self Reporting Adherence,5715
812,875,en,99 DOTS- counsel patients for 99 DOTS,
813,876,en,99 DOTS- Troubleshooting,5446
813,876,te,99 DOTS- Troubleshooting,5445
814,877,en,Monitoring of Adherence by NTEP Staff,5724
814,877,te,Monitoring of Adherence by NTEP Staff,5725
815,878,en,Monitoring of Adherence by Pateint/TS,
816,879,en,Adherence Summary Dashboard,5726
816,879,te,Adherence Summary Dashboard,5727
817,880,en,Retreival of Treatment interrupted Patient,
837,882,en,Planning Process at TU level,5523
837,882,te,Planning Process at TU level,5522
47,883,en,Supervision,
838,884,en,Supportive Supervision,5785
838,884,te,Supportive Supervision,5784
839,885,en,"Supervision, Monitoring and Evaluation",6566
839,885,te,Monitoring and Evaluation,6567
840,886,en,TB Notification Register,3903
841,887,en,Maintenance of records - NTEP Drug Stock Register,
842,888,en,Managerial Skills,
819,889,en,Support for Rehabitilation,
820,890,en,Support for deaddiction,5826
820,890,te,Support for deaddiction,5827
821,891,en,Travel support for people with TB,6356
821,891,te,Travel support for people with TB,6355
259,892,en,Linkages to Social Welfare Schemes,
574,893,en,Linkages to Social Support Scheme,3331
576,894,en,DBT Schemes in NTEP,5865
576,894,gu,DBT Schemes in NTEP,
576,894,hi,DBT Schemes in NTEP,
576,894,mr,DBT Schemes in NTEP,
576,894,ta,DBT Schemes in NTEP,5866
576,894,te,DBT Schemes in NTEP,5867
822,895,en,Free drugs and free treatment,6360
822,895,te,Free drugs and free treatment,6359
823,896,en,PMJAY,7425
823,896,te,PMJAY,7426
824,897,en,Stakeholders/Systems for DBT under NTEP,6372
824,897,te,Stakeholders/Systems for DBT under NTEP,6371
825,898,en,Other Local DBT Schemes,5945
825,898,te,Other Local DBT Schemes,5946
258,899,en,DBT Schemes in Nikshay,
826,900,en,Beneficiary Registration,2632
826,900,mr,Beneficiary Registration,
826,900,te,Beneficiary Registration,
827,901,en,Benefits Processing in Nikshay,5888
827,901,te,Benefits Processing in Nikshay,5889
828,902,en,Action by DBT Maker/Checker in Nikshay interface,5892
828,902,te,Action by DBT Maker/Checker in Nikshay interface,5893
829,903,en,Benefit Processing in PFMS,6362
829,903,te,Benefit Processing in PFMS,6361
830,904,en,Ni-kshay Poshan Yojana,7181
830,904,te,Ni-kshay Poshan Yojana,7182
831,905,en,Transport Support for TB Patients in Notified Tribal Areas,6374
831,905,te,Transport Support for TB Patients in Notified Tribal Areas,6373
832,906,en,Financial incentives for Private Providers and Informants,6366
832,906,te,Financial incentives for Private Providers and Informants,6365
833,907,en,Roles and responsibilities of Beneficiaries and NTEP Staff to process DBT,6508
833,907,te,Roles and responsibilities of Beneficiaries and NTEP Staff to process DBT,6507
834,908,en,DBT reports and registers in Ni-kshay,7494
834,908,te,DBT reports and registers in Ni-kshay,7495
835,909,en,Troubleshooting for DBT at Maker level,6370
835,909,te,Troubleshooting for DBT at Maker level,6369
836,910,en,Registration of Private Providers and Processing Benefits,7541
836,910,te,Registration of Private Providers and Processing Benefits,7542
696,912,en,Principles of Supply Chain Management,5976
696,912,te,Principles of Supply Chain Management,5975
843,913,en,Drug distribution flow,6392
843,913,te,Drug distribution flow,6391
844,914,en,Process flow for Supply Chain Management,7042
844,914,te,Process flow for Supply Chain Management,7041
845,915,en,Nikshay Aushadhi,
846,917,en,"Reconstitution of drugs like second line, newer, TPT etc",
847,918,en,Stocking Norms,2316
695,919,en,Logistics under NTEP,7052
695,919,te,Logistics under NTEP,7051
848,920,en,Buffer Stocks,
849,921,en,Storage norms,6011
849,921,te,Storage norms,6010
850,922,en,Stock register for Drugs,
852,923,en,Indenting,
853,924,en,Receipt of Drugs/consumables,6396
853,924,te,Receipt of Drugs/consumables,6395
854,925,en,Storage of Drugs,6019
854,925,te,Storage of Drugs,6018
855,926,en,Distribution to PHI,
856,927,en,Drug Consumption,
858,928,en,Stakeholders for Private Sector Engagement,6023
858,928,te,Stakeholders for Private Sector Engagement,6022
859,929,en,Importance of Private Sector Engagement,6025
859,929,te,Importance of Private Sector Engagement,6024
860,930,en,Vision of NTEP regarding Private Sector Engagement,6027
860,930,te,Vision of NTEP regarding Private Sector Engagement,6026
861,931,en,System for TB Elimination in Private Sector (STEPS),7583
861,931,te,System for TB Elimination in Private Sector (STEPS),7582
862,932,en,PPSA,
863,933,en,Direct Engagement with Private Sector,6033
863,933,te,Direct Engagement with Private Sector,6032
864,934,en,Partnership Options for Private sector Engagement,6035
864,934,te,Partnership Options for Private sector Engagement,6034
866,936,en,PHA for patient notified from the private sector,7166
866,936,te,PHA for patient notified from the private sector,7167
868,938,en,Schedule H-1 Regulation,7577
868,938,te,Schedule H-1 Regulation,7576
869,939,en,Incentive For Notification and Outcome Declaration,7579
869,939,te,Incentive For Notification and Outcome Declaration,7578
953,956,en,State TB Forum,6239
953,956,te,State TB Forum,6238
954,957,en,District TB Forum,6245
954,957,te,District TB Forum,6244
955,958,en,Patient-Provider Meetings,7070
955,958,te,Patient-Provider Meetings,7069
5,959,en,Advocacy Communication and Social Mobilisation,1221
940,960,en,What is A in ACSM,7575
940,960,te,What is A in ACSM,7574
941,961,en,What is C in ACSM,6404
941,961,te,What is C in ACSM,6403
942,962,en,What is SM in ACSM,6406
942,962,te,What is SM in ACSM,6405
943,963,en,ACSM goals for TB Elimination,6408
943,963,te,ACSM goals for TB Elimination,6407
944,964,en,Developing ACSM objectives,1500
945,965,en,ACSM approaches,6410
945,965,te,ACSM approaches,6409
946,966,en,Communication channels,6147
946,966,te,Communication channels,6146
947,967,en,Designing effective messages,1768
948,968,en,The stages of change model,1606
949,969,en,ACSM activities at different levels,5948
949,969,te,ACSM activities at different levels,5949
950,970,en,ACSM planning based on needs assessment,1605
951,971,en,Budget Heads related to NTEP activities across NHM PIP,4267
952,972,en,Principles of Preparing a realistic ACSM budget,7536
700,974,en,Sustainable Development Goals [SDGs] related to TB,838
975,976,en,Second Line anti TB drugs,5548
975,976,te,Second Line anti TB drugs,5549
977,978,en,List of Drugs that can be Used Safely or Avoided along with Bedaquiline,1034
979,981,en,Use of Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen in Special Situations,1026
980,982,en,Use of Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen in Pre-existing Liver Disease,
983,985,en,Eligibility Criteria for Longer Oral M/XDR-TB Regimen,1454
984,986,en,Treatment Extension in Isoniazid [H] Mono/Poly DR-TB Regimen,3525
987,1000,en,Management of DR-TB ADR: Gastrointestinal Symptoms [Gastritis and abdominal pain],3923
988,1001,en,Management of DR-TB ADR: Diarrhoea and/or Flatulence,1847
989,1002,en,Management of DR-TB ADR: Giddiness,3924
990,1003,en,Management of DR-TB ADR: Hematological Abnormalities,1842
991,1004,en,Management of DR-TB ADR: Hypothyroidism,1852
992,1005,en,Management of DR-TB ADR: Arthralgia,3920
993,1006,en,Management of DR-TB ADR: Depression,3423
994,1007,en,Management of DR-TB ADR: Psychotic Symptoms,3935
995,1008,en,Management of DR-TB ADR: Suicidal Ideation,3428
996,1009,en,Management of DR-TB ADR: Seizures,3427
997,1010,en,Management of DR-TB ADR: Nephrotoxicity [Renal Toxicity],3932
998,1011,en,Management of DR-TB ADR: Gynecomastia,3426
999,1012,en,Management of DR-TB Patients: Lost to Follow-up,3952
1013,1016,en,Constituents of Patient-wise Boxes [PWB] for Isoniazid [H] Mono/Poly DR-TB Regimen​,5939
1014,1017,en,Guidelines for Issuing Bedaquiline and Delamanid to the Patient,1158
1015,1018,en,Role of the State Drug Store [SDS] in the Constitution of Patient-wise Boxes,1882
1019,1026,en,Drugs Used in the Management of Adverse Events,1174
1020,1027,en,Rationale for Grouping of Anti-TB Drugs,4791
1021,1028,en,Drugs Not Included in Groups A - C and Rationale for Non-inclusion​,4792
1022,1029,en,Eligibility Criteria for the Use of Bedaquiline [Bdq] in MDR/RR-TB Treatment​,1216
1023,1030,en,Bedaquiline Drug Dosages and Duration,4221
1024,1031,en,Eligibility Criteria for the Use of Delamanid [Dlm] in MDR/RR-TB Treatment​,4793
1025,1032,en,Delamanid [Dlm] Drug Dosages and Duration​,3260
1033,1035,en,Components of Drug Resistant TB Counselling Tool,4464
1034,1036,en,Key Messages for TB Counselling​,1224
1037,1038,en,Pre-treatment Evaluation [PTE] of DR-TB Patients​,3854
1039,1048,en,Shorter Injectable-containing MDR/RR-TB Regimen: Pre-treatment evaluation and follow-up​,4794
1040,1049,en,DR-TB Treatment in Pregnancy: General Considerations​,2667
1041,1050,en,Immune Reconstitution Inflammatory Syndrome [IRIS],4281
1042,1051,en,Common or Relevant Adverse Effects of DR-TB Therapy​,1175
1043,1052,en,Management of QT Prolongation by Grade of Severity of ADR ​,4795
1044,1053,en,Management of Prolonged QTcF During Treatment with Shorter/Longer Oral MDR-TB Regimen ​,4796
1045,1054,en,State PMDT Committee: Terms of Reference [ToR],1278
1046,1055,en,State Airborne Infection Control [AIC] Committee: Terms of Reference [ToR],3457
1047,1056,en,Management of Hepato-toxicity During Treatment with H Mono/Poly DR-TB Regimen,4797
1070,1071,en,State Airborne Infection Control [AIC] Committee,3888
1068,1072,en,Requirements for Establishing District DR-TB Centres,3395
1067,1073,en,Functions of District DR-TB Centre,4798
1066,1074,en,Mandatory Establishment of DR-TB Centres in All Medical Colleges,3999
1065,1075,en,Drug-resistant TB Service Linkages to Private Sectors,3628
1064,1076,en,Weight Band-wise Dosages of DR-TB Drugs for Adults,3677
1057,1122,en,Follow-up Monitoring for individuals taking TPT,1967
1058,1123,en,Treatment Adherence for individuals taking TPT,4620
1059,1125,en,Newer Anti-TB Drugs,5941
1060,1126,en,Newer Anti-TB Drugs: Bedaquiline [Bdq],3540
1061,1128,en,Newer Anti-TB Drugs: Delamanid [Dlm],7229
1069,1129,en,Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen: Pre-treatment Evaluation [PTE],3440
1062,1130,en,Causes for Drug-resistant Tuberculosis,2511
1063,1131,en,Pre-treatment Counselling of DR-TB Patients,5530
1077,1132,en,Baseline Second-line Drug-susceptibility Testing,3216
1093,1133,en,Prevention of Drug-resistance,3574
1094,1134,en,Shorter oral Bedaquiline-containing MDR/RR-TB regimen,3436
1095,1135,en,Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen: Treatment Extension,3441
1096,1136,en,Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen: Eligibility Criteria,3439
1097,1137,en,Requirements from Institutions for the Establishment of Nodal DR-TB Centre,3612
1098,1138,en,DR-TB Services Referral Linkage Scenario: Patient Notified from the Private Sector,7192
1099,1139,en,DR-TB Service Referral Linkages Scenario: DR-TB Patient Referred for Treatment from the Private Sector with Bacteriological Confirmation in the Private Sector,7191
1100,1140,en,DR-TB Service Referral Linkages Scenario: DR-TB Patient Referred for Treatment from the Private Sector with Treatment Initiated in the Private Sector ​​,7193
1101,1141,en,Rapid Molecular Drug-resistance Testing,3366
1103,1142,en,Clinical Monitoring of DR-TB Patients,1455
1104,1143,en,Use of M/XDR-TB Regimen in People Living with HIV [PLHIV] ​,3492
1105,1144,en,Pre-treatment Evaluation [PTE] in Longer Oral M/XDR-TB Regimen,3853
1106,1145,en,Use of Longer Oral M/XDR-TB Regimen in Severe Forms of Extrapulmonary TB and TB Meningitis,3495
1107,1146,en,Adverse Drug Reactions due to Longer oral M/XDR-TB Regimen,1841
1108,1147,en,Isoniazid [H] Mono/Poly DR-TB Regimen: Pre-treatment Evaluation,3910
1109,1148,en,"Regimen, Duration and Dosage for Isoniazid [H] Mono/Poly DR-TB Regimen",3378
1110,1149,en,Replacement Sequence in the H Mono/Poly DR-TB,4305
1112,1151,en,Use of Isoniazid [H] Mono/Poly DR-TB Regimen in Special Situations,3496
1113,1152,en,Adverse Drug Events: H Mono/Poly DR-TB Regimen,1038
1088,1153,en,Methods for Pharmacovigilance Activity Reporting [aDSM​],2559
1089,1154,en,Causality Assessment for ADR Reporting,2670
1090,1155,en,Causality Assessment: WHO-UMC [UPSALA Monitoring Centre] Causality Categories for ADR Reporting,3275
1091,1156,en,Severity Criteria for Reporting ADRs,3276
1114,1157,en,Interim Treatment Outcomes of DR-TB Cases,1417
1115,1158,en,Flow Chart of H Mono/Poly DR-TB Patients from Diagnosis to Treatment Outcome​,1418
1116,1159,en,Flow Chart of MDR/RR-TB Patients on Shorter Oral Bedaquiline-containing Regimen from Diagnosis to Treatment Outcome,3637
1117,1160,en,Need for Palliative Care in DR-TB Patients,4104
1118,1161,en,Preventive Treatment for Contacts of DR-TB Patients,3871
1092,1162,en,Quality Assurance of Anti-TB Drugs,3594
1086,1163,en,Universal Access to Quality TB Care,4022
1087,1164,en,End TB Strategy Approach,3277
1081,1165,en,Functions of District National Health Mission,3295
1082,1166,en,District TB Centre and its Functions,3263
1083,1167,en,Roles of Accredited Social Health Activist [ASHA] for TB Service Delivery at ABHWCs,4037
1084,1168,en,Recording and Reporting at Ayushman Bharat Health and Wellness Centres,3608
1085,1169,en,Patient Provider Support Agency [PPSA]: A Multipronged Approach to Engage the Private Sector,7585
1085,1169,te,Patient Provider Support Agency [PPSA]: A Multipronged Approach to Engage the Private Sector,7584
1079,1170,en,Importance of Properly Identifying Presumptive TB Cases,3302
1080,1171,en,Aims and Objectives of Screening for Active TB,3206
1119,1172,en,Precautions to Ensure Reliability of a Test for Diagnosis of DR-TB,3570
147,1173,en,Duties and responsibilities of the LT at the DMC,4476
1078,1174,en,Formats used for monitoring [NTEP],3294
1175,1176,en,Overview of the Patient Management Workflow,7352
1175,1176,mr,Overview of the Patient Management Workflow,7351
1175,1176,te,Overview of the Patient Management Workflow,7353
1177,1180,en,Direct Benefits Transfer [DBT] Module: Nikshay Poshan Yojana [NPY],7493
1178,1181,en,Nikshay TB Notification Report,3543
1178,1181,mr,Nikshay TB Notification Report,
1178,1181,te,Nikshay TB Notification Report,
1179,1182,en,Outcome Report,4799
1179,1182,mr,Outcome Report,
1179,1182,te,Outcome Report,
1183,1184,en,SWOT Analysis of NTEP as per NSP 2020-25,3901
1185,1187,en,NTEP State Drug Store [SDS] Structure and Functions,
1186,1188,en,NTEP Tuberculosis Unit Drug Store,3545
1189,1190,en,"Drugs, Consumables and Financial Support at Ayushman Bharat Health and Wellness Centres",3269
1191,1192,en,Types of Health Facilities in the Private Sector: Private Labs,7312
1191,1192,mr,Types of Health Facilities in the Private Sector: Private Labs,7311
1191,1192,te,Types of Health Facilities in the Private Sector: Private Labs,7313
1193,1199,en,Vulnerable Population Mapping for TB Screening,4028
1194,1200,en,TB Screening Tools,4263
1195,1201,en,Sensitivity and Specificity of different TB Screening and Diagnostic Tools,3434
1196,1202,en,TB Screening Tools: Chest X-ray as a Triage Tool,3512
1197,1203,en,Strategic TB Screening Interventions for the key populations,3893
1198,1204,en,TB Screening: Children Younger than 10 Years,3994
1206,1207,en,Laboratory Technicians: Terms of Reference [TORs] at the Intermediate Reference Laboratory,3324
1208,1213,en,Consumables required for SCT,7035
215,1214,en,Specimen Carriers,3447
1210,1215,en,Process of Specimen Receipt at the Laboratory,7539
1211,1216,en,Criteria for Acceptance and Rejection of TB Specimens at TB Diagnostic Laboratories,3249
1212,1217,en,"Precautions to be Undertaken for TB Diagnostic Specimen Collection, Transport and Receipt",3569
1218,1223,en,Purpose of Acid Fast Bacilli [AFB] Microscopy under NTEP,3587
1219,1224,en,Smear Microscopic Examination: Different Grades of Smear Findings,3878
177,1225,en,Reporting and Recording results of Smear Microscopy (On paper),7543
1221,1226,en,Prevention of False Positive Results During Smear Microscopy,
1222,1227,en,Prevention of False Negative Results During Smear Microscopy,3575
1230,1231,en,State Programmatic Management of Drug-resistant TB [PMDT] Committee,3889
1232,1382,en,Provisions under the NTEP for the Nodal DR-TB Centre,3586
1233,1383,en,Cascade of Care for DR-TB Patients in the Private Sector,2555
1344,1384,en,Initiative for Promoting Affordable and Quality Tuberculosis Tests [IPAQT],4180
1317,1385,en,Universal Drug-susceptibility Testing (UDST) for TB,7512
1386,1387,en,Requesting a Test on Nikshay,5612
1386,1387,mr,Requesting a Test on Nikshay,
1386,1387,te,Requesting a Test on Nikshay,
1234,1388,en,Longer Oral M/XDR-TB: Regimen and Duration,1955
1345,1389,en,Palliative Care: Need for Human Resource and Infrastructure,3554
1235,1390,en,Obtaining Induced Sputum,2525
1391,1392,en,Safety Precautions to be Followed in TB Laboratory Setting,3844
1302,1393,en,Sputum Smear Preparation: Selecting the Best Portion of the Sputum Specimen for Microscopy,3886
1394,1395,en,Sputum Smear Microscopy: Recording Results for Reagent Validation at the TB Laboratory,3884
1350,1396,en,Fluorescence Microscopy,3293
1397,1398,en,External Quality Assurance [EQA] for Microscopy,3284
1285,1399,en,Intended Use of TrueNAT MTB and TrueNAT MTB Rif Dx Assay,3313
1286,1400,en,Truenat DNA Extraction Cartridge,3549
1287,1401,en,Inbuilt Controls used in TrueNAT,506
1288,1402,en,TrueNAT Test Sample Storage and Transportation Procedure,4018
1289,1403,en,DNA Extraction in TrueNAT MTB and TrueNAT MTB/RIF DX Assay,1641
1290,1404,en,TrueNAT Sample Processing: Other Body Fluids,3555
1291,1405,en,Amplification and Detection of MTB and MTB-Rif,4800
1292,1406,en,Truenat MTB Assay Results Interpretation: Visualization,4801
1293,1407,en,TrueNAT MTB Assay Results Interpretation: Detection of Mycobacterium tuberculosis and RIF Resistance,3552
1294,1408,en,Results Interpretation of Mycobacterium tuberculosis Detected-RIF Indeterminate in TrueNAT Assay,3615
1295,1409,en,Limitations of TrueNAT MTB Assay,3330
1296,1410,en,Maintenance of the Truenat Instrument - General Principles,3918
1297,1411,en,Record Keeping of TrueNAT Instrument Maintenance,3607
1298,1412,en,External Quality Assurance of TrueNAT,2147
1299,1413,en,Biosafety measures required for Truenat,1069
1300,1414,en,Disposal of Infectious Samples and Used Cartridges in TrueNAT Laboratories,42
1301,1415,en,Specific Performance Characteristics of TrueNAT: Analytical Exclusivity [Primer Specificity],3881
1416,1417,en,Polymerase Chain Reaction (PCR) Technology for M.TB,7483
1418,1419,en,Molecular Mechanism of Multi-drug Resistance in Mycobacterium tuberculosis,3536
1252,1420,en,LPA: Principles and Technique,3420
1253,1421,en,Line Probe Assay [LPA] in DR-TB Diagnosis,
1422,1423,en,Dosing of Medicines Used in Second-line MDR-TB Regimens by Weight Band in Patients Under 15 Years,3266
1424,1425,en,Flow Chart of M/XDR-TB Patients on Longer Oral Regimen from Diagnosis to Treatment Outcome,3292
1426,1428,en,Key Points of Health Education and Counselling in DR-TB Care,3913
1427,1429,en,Medication Event Reminder Monitor [MERM] Boxes,4003
1237,1430,en,Undertake comprehensive infection control measures in managing TB,4019
1236,1431,en,Cool Chain Requirement for the Transport of TB Diagnostic Specimens,2472
1351,1432,en,Sputum Smear Microscopy: Use of Quality Control Slide- QCP and QCN,3885
1352,1433,en,Disposing Off Contaminated Material Safely in DMC Laboratory Settings,4562
1353,1434,en,EQA for Fluorescent Microscopy [FM],3278
1354,1435,en,Inbuilt Controls of CBNAAT Technology,2528
1355,1436,en,System Check Control [SCC] of GeneXpert Technology,3896
1356,1437,en,Sample Processing Control [SPC] of GeneXpert Technology,3845
1357,1438,en,Probe Check Control [PCC] of GeneXpert Technology,3577
1358,1439,en,Molecular Beacon Technology for GeneXpert MTB-RIF Assay,3535
1359,1440,en,WHO Recommended SOPs for Xpert MTB/RIF Sample Processing,4030
1360,1441,en,CBNAAT Sample Processing for Other Body Fluids,2529
1361,1442,en,Indications for retesting in CBNAAT,2530
1303,1443,en,Visualization of CBNAAT Test Results,3670
1304,1444,en,CBNAAT Assay Limitations,869
1305,1445,en,Troubleshooting Process for CBNAAT,3534
1306,1446,en,CBNAAT Hardware Problem: Barcode Scanner Failure,875
1307,1447,en,CBNAAT Hardware Problem: Modules Not Detected,2532
1308,1448,en,CBNAAT Troubleshooting: Error- 2008 and 2009,2533
1309,1449,en,"CBNAAT Troubleshooting: Error- 2014, 3074, 3075 and 1001",7477
1310,1450,en,CBNAAT Troubleshooting: Failures without Error Codes,4505
1311,1451,en,Maintenance of CBNAAT Instrument under NTEP,3917
1312,1452,en,CBNAAT Instrument Installation Criteria,1645
1313,1453,en,CBNAAT Annual Maintenance Protocol,2537
1314,1454,en,Monitoring of CBNAAT Quality Indicators,2538
1315,1455,en,Biosafety measures required for CBNAAT,3002
1316,1456,en,Disposal of Infectious Samples and Used Cartridges in CBNAAT Lab,1491
1238,1457,en,Advantages and Limitations of TB Diagnostic Culture Methods,3205
1239,1458,en,Culturing of Mycobacteria: Process of Preparation of 0.067M Phosphate Buffer,3257
1240,1459,en,Culturing of Mycobacteria: Labelling of Reagents,3256
1241,1460,en,Precautions for Sample Processing and Reagent Preparation in TB Culture Labs,3567
1242,1461,en,MGIT 960 System as an Instrument for Culture,3500
1243,1462,en,MGIT 960 Instrument: Principle for Culture,3490
711,1463,en,Identifying and mapping the target population for ACF campaign,7502
711,1463,te,Identifying and mapping the target population for ACF campaign,7503
1244,1464,en,MGIT 960 Instrument: Parts,3488
1245,1465,en,MGIT 960 Instrument: Maintenance,3489
1246,1466,en,Culture Specimen Processing: Advantages and Disadvantages of NALC-NaOH Method,3254
1247,1467,en,Procedure for Culture Specimen Processing: Pulmonary specimens,3580
1248,1468,en,Procedure for Culture Specimen Processing: Extrapulmonary specimens,3578
1249,1469,en,Procedure for Culture Specimen Processing: Pus and other muco-purulent specimens,3581
1250,1470,en,Procedure for Culture Specimen Processing: Gastric Aspirate,3579
1251,1471,en,Inoculation of Brain Heart Infusion [BHI] Agar,3306
1254,1472,en,Biosafety Requirements in the LPA Lab: Refrigerated Centrifuge Use,3229
1255,1473,en,LPA Biosafety Essentials: Good Laboratory Pactices and Biosafety for LPA Lab Personnel,3334
1256,1474,en,LPA Biosafety Essentials: Procedural Biosafety Measures,3335
1257,1475,en,LPA Laboratory Equipment: Micro Pipettes,3339
1258,1476,en,LPA Laboratory Equipment: Hot Air Oven,3337
1259,1477,en,LPA Laboratory Equipment: Micro Centrifuge,3338
1260,1478,en,LPA Laboratory Equipment: PCR Hood,3382
1261,1479,en,LPA Laboratory Equipment: Thermocycler,3383
1262,1480,en,LPA Laboratory Equipment: Water Bath,3385
1263,1481,en,LPA Laboratory Equipment: Twincubator,3384
1264,1482,en,"Extraction of DNA from Smear Positive Clinical Specimen, LJ and Liquid Media in LPA Lab Settings",3286
1265,1483,en,LPA PCR Reagent Preparation: Test Reagents Kit,3391
1266,1484,en,Hybridization Using GT BLOT in LPA Lab Settings,3299
1267,1485,en,Contamination Control in the Hybridization Area in LPA Lab Settings,3246
1268,1486,en,Evaluation of First-line Line Probe Assay Strip,3279
1269,1487,en,Evaluation of Second-line Line Probe Assay Strip,3281
1275,1488,en,Interpretation of SL-LPA: Predicting Drug Resistance,3320
